"SampleDate.SampleEvent","Name.Site","Latitude.Site","Longitude.Site","EcosystemType.Site","Type.OrganismStoichiometry","TaxonomicKingdom.OrganismStoichiometry","order","family","genus","invertebrateLifeStage","OrganismSizeNotes.OrganismStoichiometry","C","CarbonUnits.OrganismStoichiometry","N","NitrogenUnits.OrganismStoichiometry","P","PhosphorusUnits.OrganismStoichiometry","CN","CP","NP","siteID"
2022-03-15,"walker branch neon",35.956053,-84.278692,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Oulimnius","adult","average of all individuals",50.8,"percent_dm",9.8,"percent_dm",0.135,"percent_dm",6.04761905,972.09876543,160.74074074,"WALK"
2022-03-15,"walker branch neon",35.956053,-84.278692,"Stream","Insecta","Animalia","Plecoptera","Peltoperlidae","Tallaperla","larva",,48.6,"percent_dm",8.4,"percent_dm",0.6,"percent_dm",6.75,209.25,31,"WALK"
2022-03-15,"walker branch neon",35.956053,-84.278692,"Stream","Insecta","Animalia","Trichoptera","Hydropsychidae","Diplectrona","larva","average of all individuals",45.5,"percent_dm",6.8,"percent_dm",1.133,"percent_dm",7.80637255,103.74374816,13.289623,"WALK"
2022-03-15,"walker branch neon",35.956053,-84.278692,"Stream","Insecta","Animalia","Trichoptera","Glossosomatidae","Agapetus","larva",,56.5,"percent_dm",8,"percent_dm",,,8.23958333,,,"WALK"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Neoelmis","adult",,49.3,"percent_dm",10.2,"percent_dm",,,5.63888889,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Hexacylloepus","larva",,49.3,"percent_dm",10.4,"percent_dm",,,5.53044872,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Hemiptera","Veliidae","Rhagovelia",,,56.3,"percent_dm",9.3,"percent_dm",,,7.06272401,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Lepidoptera","Crambidae","Petrophila","larva",,49.3,"percent_dm",12.2,"percent_dm",,,4.71448087,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Coleoptera","Staphylinidae",,"adult",,55.6,"percent_dm",9.7,"percent_dm",,,6.68728522,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Trichoptera","Hydrobiosidae","Atopsyche","larva",,51,"percent_dm",11,"percent_dm",,,5.40909091,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Phanocerus","adult",,50.9,"percent_dm",10.2,"percent_dm",,,5.82189543,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Hexacylloepus","adult",,50.1,"percent_dm",11.6,"percent_dm",,,5.0387931,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Diptera","Blephariceridae","Paltostoma","larva",,45.6,"percent_dm",10.4,"percent_dm",,,5.11538461,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Diptera","Simuliidae","Simulium","larva",,44.8,"percent_dm",9.9,"percent_dm",,,5.27946128,,,"GUIL"
2022-02-01,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Ephemeroptera","Leptophlebiidae","Neohagenulus","larva",,44.6,"percent_dm",9.7,"percent_dm",,,5.36426117,,,"GUIL"
2022-01-26,"rio cupeyes neon",18.110265,-66.986411,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Neoelmis","adult",,49.3,"percent_dm",10.7,"percent_dm",,,5.37538941,,,"CUPE"
2022-01-26,"rio cupeyes neon",18.110265,-66.986411,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Neoelmis","larva",,52.6,"percent_dm",8.6,"percent_dm",,,7.13565891,,,"CUPE"
2022-01-26,"rio cupeyes neon",18.110265,-66.986411,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Hexacylloepus","adult",,50.5,"percent_dm",10.8,"percent_dm",,,5.45524691,,,"CUPE"
2022-01-26,"rio cupeyes neon",18.110265,-66.986411,"Stream","Insecta","Animalia","Ephemeroptera","Leptophlebiidae","Neohagenulus","larva",,46.4,"percent_dm",5.8,"percent_dm",,,9.33333333,,,"CUPE"
2022-01-26,"rio cupeyes neon",18.110265,-66.986411,"Stream","Insecta","Animalia","Lepidoptera","Crambidae","Petrophila","larva",,44.7,"percent_dm",11.6,"percent_dm",,,4.49568965,,,"CUPE"
2021-11-23,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Lepidoptera","Crambidae","Petrophila","larva","average of all individuals",41.7,"percent_dm",10.8,"percent_dm",0.864,"percent_dm",4.50462963,124.68171296,27.67857143,"GUIL"
2021-11-23,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Trichoptera","Hydrobiosidae","Atopsyche","larva","average of all individuals",50.1,"percent_dm",11.8,"percent_dm",0.47,"percent_dm",4.95338983,275.37234043,55.59270517,"GUIL"
2021-11-23,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Diptera","Simuliidae","Simulium","larva","average of all individuals",39.7,"percent_dm",8.9,"percent_dm",0.91,"percent_dm",5.20411985,112.7014652,21.65620094,"GUIL"
2021-11-23,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Hexacylloepus","adult","average of all individuals",49,"percent_dm",10.5,"percent_dm",0.483,"percent_dm",5.44444444,262.07729469,48.13664596,"GUIL"
2021-11-23,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Phanocerus","adult",,47.6,"percent_dm",10.2,"percent_dm",0.37,"percent_dm",5.44444444,332.34234234,61.04247104,"GUIL"
2021-11-23,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Neoelmis","adult",,49.2,"percent_dm",10.1,"percent_dm",0.467,"percent_dm",5.68316832,272.1627409,47.88926277,"GUIL"
2021-11-23,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Hexacylloepus","larva",,51.1,"percent_dm",8.9,"percent_dm",0.29,"percent_dm",6.69850187,455.20114943,67.95566502,"GUIL"
2021-11-23,"rio yahuecas neon",18.174359,-66.800063,"Stream","Insecta","Animalia","Diptera","Blephariceridae","Paltostoma","larva","average of all individuals",54.1,"percent_dm",8.9,"percent_dm",0.48,"percent_dm",7.0917603,291.16319444,41.05654762,"GUIL"
2021-11-22,"rio cupeyes neon",18.110265,-66.986411,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Hexacylloepus","adult",,51.7,"percent_dm",11.3,"percent_dm",,,5.33775811,,,"CUPE"
2021-11-22,"rio cupeyes neon",18.110265,-66.986411,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Hexacylloepus","larva",,53.3,"percent_dm",9,"percent_dm",,,6.90925926,,,"CUPE"
2021-11-22,"rio cupeyes neon",18.110265,-66.986411,"Stream","Insecta","Animalia","Ephemeroptera","Leptophlebiidae","Neohagenulus","larva","average of all individuals",48.8,"percent_dm",7.1,"percent_dm",0.47,"percent_dm",8.01877934,268.22695035,33.44984802,"CUPE"
2021-11-16,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,50.8,"percent_dm",11.7,"percent_dm",1.1,"percent_dm",5.06552707,119.3030303,23.55194805,"BIGC"
2021-11-16,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Sweltsa","larva","average of all individuals",49,"percent_dm",10,"percent_dm",0.48,"percent_dm",5.71666667,263.71527778,46.13095238,"BIGC"
2021-11-16,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Optioservus","adult","average of all individuals",51.2,"percent_dm",8.1,"percent_dm",0.23,"percent_dm",7.3744856,575.07246377,77.98136646,"BIGC"
2021-11-16,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Ephemeroptera","Ephemerellidae","Ephemerella","larva","average of all individuals",49.3,"percent_dm",7.5,"percent_dm",0.79,"percent_dm",7.66888889,161.21308017,21.02169982,"BIGC"
2021-11-16,"upper big creek neon",37.061924,-119.258304,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Cleptelmis","larva","average of all individuals",51.5,"percent_dm",7.5,"percent_dm",0.22,"percent_dm",8.01111111,604.73484848,75.48701299,"BIGC"
2021-11-15,"lower tombigbee river neon",31.85382,-88.1573,"River","Insecta","Animalia","Diptera","Chironomidae",,"larva","average of all individuals",40.92,"percent_dm",7.73,"percent_dm",0.59,"percent_dm",6.1759379,179.16949153,29.01089588,"TOMB"
2021-10-26,"walker branch neon",35.956053,-84.278692,"Stream","Insecta","Animalia","Plecoptera","Perlodidae","Isoperla","larva",,50.4,"percent_dm",10.5,"percent_dm",,,5.6,,,"WALK"
2021-10-26,"walker branch neon",35.956053,-84.278692,"Stream","Insecta","Animalia","Coleoptera","Psephenidae","Psephenus","larva",,46.8,"percent_dm",9.6,"percent_dm",,,5.6875,,,"WALK"
2021-10-20,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Sweltsa","larva","average of all individuals",48.6,"percent_dm",11.7,"percent_dm",0.27,"percent_dm",4.84615385,465,95.95238095,"REDB"
2021-10-20,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Diptera","Psychodidae",,"larva",,29.3,"percent_dm",6.1,"percent_dm",,,5.60382514,,,"REDB"
2021-10-20,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","larva","average of all individuals",49.4,"percent_dm",9.3,"percent_dm",0.313,"percent_dm",6.19713262,407.72097977,65.79187586,"REDB"
2021-10-20,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Narpus","larva","average of all individuals",51.9,"percent_dm",9.4,"percent_dm",0.385,"percent_dm",6.44148936,348.24675325,54.06307978,"REDB"
2021-10-20,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva",,57.1,"percent_dm",6.4,"percent_dm",,,10.40885417,,,"REDB"
2021-10-20,"red butte creek neon",40.784627,-111.796265,"Stream","Insecta","Animalia","Ephemeroptera","Leptophlebiidae",,"larva",,48.6,"percent_dm",5.2,"percent_dm",0.42,"percent_dm",10.90384615,298.92857143,27.41496599,"REDB"
2021-10-18,"posey creek neon",38.89431,-78.147258,"Stream","Insecta","Animalia","Diptera","Tipulidae","Tipula","larva",,40.32,"percent_dm",10.17,"percent_dm",0.48,"percent_dm",4.62536873,217,46.91517857,"POSE"
2021-10-18,"posey creek neon",38.89431,-78.147258,"Stream","Insecta","Animalia","Coleoptera","Psephenidae","Ectopria","larva",,41.7,"percent_dm",10.1,"percent_dm",0.5,"percent_dm",4.81683168,215.45,44.72857143,"POSE"
2021-10-18,"posey creek neon",38.89431,-78.147258,"Stream","Insecta","Animalia","Ephemeroptera","Isonychiidae","Isonychia","larva","average of all individuals",37.04,"percent_dm",6.58,"percent_dm",0.54,"percent_dm",6.56737589,177.19753086,26.98148148,"POSE"
2021-10-18,"leconte creek neon",35.692201,-83.504427,"Stream","Insecta","Animalia","Diptera","Athericidae","Atherix","larva",,47.4,"percent_dm",11.6,"percent_dm",,,4.76724138,,,"LECO"
2021-10-18,"leconte creek neon",35.692201,-83.504427,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Oulimnius","larva",,45.2,"percent_dm",10.2,"percent_dm",,,5.16993464,,,"LECO"
2021-10-18,"leconte creek neon",35.692201,-83.504427,"Stream","Insecta","Animalia","Ephemeroptera","Heptageniidae","Leucrocuta","larva",,42.6,"percent_dm",9.4,"percent_dm",0.32,"percent_dm",5.28723404,343.90625,65.04464286,"LECO"
2021-10-18,"leconte creek neon",35.692201,-83.504427,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Oulimnius","adult",,45.52,"percent_dm",9.59,"percent_dm",,,5.5377129,,,"LECO"
2021-10-18,"leconte creek neon",35.692201,-83.504427,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,43.9,"percent_dm",8.8,"percent_dm",,,5.82007576,,,"LECO"
2021-10-18,"leconte creek neon",35.692201,-83.504427,"Stream","Insecta","Animalia","Plecoptera","Perlodidae","Isoperla","larva",,46.4,"percent_dm",9.3,"percent_dm",0.25,"percent_dm",5.82078853,479.46666667,82.37142857,"LECO"
2021-10-18,"leconte creek neon",35.692201,-83.504427,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Sweltsa","larva","average of all individuals",46.6,"percent_dm",8.8,"percent_dm",0.24,"percent_dm",6.1780303,501.59722222,81.19047619,"LECO"
2021-10-14,"blue river neon",34.448448,-96.622796,"River","Insecta","Animalia","Coleoptera","Elmidae","Microcylloepus","larva",,41.92,"percent_dm",8.29,"percent_dm",,,5.89947728,,,"BLUE"
2021-10-14,"blue river neon",34.448448,-96.622796,"River","Insecta","Animalia","Lepidoptera","Crambidae","Petrophila","larva",,24.5,"percent_dm",4.2,"percent_dm",,,6.80555556,,,"BLUE"
2021-10-11,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Ephemeroptera","Ephemerellidae","Ephemerella","larva",,48.3,"percent_dm",10.3,"percent_dm",,,5.47087379,,,"HOPB"
2021-10-11,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Trichoptera","Glossosomatidae","Glossosoma","larva",,43.5,"percent_dm",6.7,"percent_dm",,,7.57462687,,,"HOPB"
2021-10-07,"kings creek neon",39.105069,-96.603387,"Stream","Insecta","Animalia","Hemiptera","Veliidae",,,,48.97,"percent_dm",10.62,"percent_dm",,,5.37962963,,,"KING"
2021-10-07,"kings creek neon",39.105069,-96.603387,"Stream","Insecta","Animalia","Ephemeroptera","Heptageniidae","Stenonema","larva",,51.42,"percent_dm",4.43,"percent_dm",0.24,"percent_dm",13.54176072,553.47916667,40.87202381,"KING"
2021-09-27,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Plecoptera","Perlodidae","Isoperla","larva",,48.6,"percent_dm",11.2,"percent_dm",,,5.0625,,,"MART"
2021-09-27,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","larva",,50.6,"percent_dm",11.2,"percent_dm",0.38,"percent_dm",5.27083333,343.99122807,65.26315789,"MART"
2021-09-27,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Diptera","Ceratopogonidae",,"larva",,53,"percent_dm",10.6,"percent_dm",,,5.83333333,,,"MART"
2021-09-27,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Diptera","Pediciidae","Dicranota","larva",,47.9,"percent_dm",9.2,"percent_dm",,,6.07427536,,,"MART"
2021-09-27,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Ephemeroptera","Heptageniidae","Rhithrogena","larva","average of all individuals",45,"percent_dm",5.6,"percent_dm",0.27,"percent_dm",9.375,430.55555556,45.92592593,"MART"
2021-09-27,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Kathroperla","larva",,57.4,"percent_dm",6.8,"percent_dm",,,9.84803922,,,"MART"
2021-09-20,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,47.8,"percent_dm",9.4,"percent_dm",0.59,"percent_dm",5.93262411,209.29378531,35.27845036,"WLOU"
2021-09-20,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","adult","average of all individuals",50,"percent_dm",9.1,"percent_dm",0.12,"percent_dm",6.41025641,1076.38888889,167.91666667,"WLOU"
2021-09-20,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Trichoptera","Rhyacophilidae","Rhyacophila","larva",,46.3,"percent_dm",8.3,"percent_dm",,,6.50803213,,,"WLOU"
2021-09-20,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Sweltsa","larva",,54.1,"percent_dm",6.9,"percent_dm",,,9.147343,,,"WLOU"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Megaloptera","Sialidae","Sialis","larva",,56.6,"percent_dm",13.7,"percent_dm",,,4.81995134,,,"TECR"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva",,49.3,"percent_dm",10.8,"percent_dm",0.66,"percent_dm",5.32561728,192.96717172,36.23376623,"TECR"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Cleptelmis","larva","average of all individuals",48.6,"percent_dm",10.5,"percent_dm",0.45,"percent_dm",5.4,279,51.66666667,"TECR"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Cleptelmis","adult",,48,"percent_dm",9.9,"percent_dm",,,5.65656566,,,"TECR"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Trichoptera","Calamoceratidae","Heteroplectron","larva",,50.5,"percent_dm",10.2,"percent_dm",,,5.77614379,,,"TECR"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Coleoptera","Elmidae",,"larva",,50.8,"percent_dm",10.1,"percent_dm",,,5.8679868,,,"TECR"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Trichoptera","Apataniidae","Apatania","larva",,51.7,"percent_dm",9.8,"percent_dm",0.54,"percent_dm",6.1547619,247.33024691,40.18518519,"TECR"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Ephemeroptera","Heptageniidae","Cinygma","larva",,53.4,"percent_dm",9.7,"percent_dm",,,6.42268041,,,"TECR"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Diptera",,,"larva",,54.3,"percent_dm",9.3,"percent_dm",,,6.81182796,,,"TECR"
2021-09-15,"teakettle creek - watershed 2 neon",36.955312,-119.023204,"Stream","Insecta","Animalia","Ephemeroptera","Leptophlebiidae","Neoleptophlebia","larva",,46.8,"percent_dm",7.4,"percent_dm",,,7.37837838,,,"TECR"
2021-09-07,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Trichoptera","Rhyacophilidae","Rhyacophila","larva",,50,"percent_dm",9.3,"percent_dm",,,6.27240143,,,"BLDE"
2021-08-30,"como creek neon",40.033463,-105.541431,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","adult",,48.2,"percent_dm",11,"percent_dm",,,5.11212121,,,"COMO"
2021-08-30,"como creek neon",40.033463,-105.541431,"Stream","Insecta","Animalia","Plecoptera","Perlodidae",,"larva",,50.6,"percent_dm",9.4,"percent_dm",,,6.28014184,,,"COMO"
2021-08-30,"como creek neon",40.033463,-105.541431,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","larva",,46.1,"percent_dm",8.5,"percent_dm",,,6.32745098,,,"COMO"
2021-08-30,"como creek neon",40.033463,-105.541431,"Stream","Insecta","Animalia","Plecoptera","Chloroperlidae","Sweltsa","larva",,44.7,"percent_dm",8.2,"percent_dm",0.25,"percent_dm",6.3597561,461.9,72.62857143,"COMO"
2021-08-30,"como creek neon",40.033463,-105.541431,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva",,41.718,"percent_dm",7.226,"percent_dm",,,6.73553833,,,"COMO"
2021-08-30,"como creek neon",40.033463,-105.541431,"Stream","Insecta","Animalia","Diptera","Empididae",,"larva",,55.5,"percent_dm",9.5,"percent_dm",,,6.81578947,,,"COMO"
2021-08-26,"caribou creek neon",65.15308,-147.501997,"Stream","Insecta","Animalia","Trichoptera","Rhyacophilidae","Rhyacophila","larva",,46.4,"percent_dm",11.5,"percent_dm",,,4.70724638,,,"CARI"
2021-08-16,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Diptera","Chironomidae",,"larva",,50.7,"percent_dm",11.1,"percent_dm",,,5.32882883,,,"WLOU"
2021-08-16,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Plecoptera","Perlodidae",,"larva",,53,"percent_dm",10.9,"percent_dm",,,5.67278287,,,"WLOU"
2021-08-16,"west st louis creek neon",39.891161,-105.914011,"Stream","Insecta","Animalia","Plecoptera","Nemouridae","Zapada","larva","average of all individuals",51.6,"percent_dm",6.4,"percent_dm",0.51,"percent_dm",9.40625,261.37254902,27.78711485,"WLOU"
2021-08-05,"como creek neon",40.033463,-105.541431,"Stream","Insecta","Animalia","Ephemeroptera","Ephemerellidae","Drunella","larva","average of all individuals",48.5,"percent_dm",11.15,"percent_dm",0.295,"percent_dm",5.07473842,424.71751412,83.69249395,"COMO"
2021-08-05,"como creek neon",40.033463,-105.541431,"Stream","Insecta","Animalia","Trichoptera","Rhyacophilidae","Rhyacophila","larva","average of all individuals",49.7,"percent_dm",10.6,"percent_dm",0.43,"percent_dm",5.47012579,298.58527132,54.58471761,"COMO"
2021-08-05,"como creek neon",40.033463,-105.541431,"Stream","Insecta","Animalia","Ephemeroptera","Baetidae","Baetis","larva",,51.6,"percent_dm",10,"percent_dm",,,6.02,,,"COMO"
2021-08-02,"mayfield creek neon",32.961588,-87.408223,"Stream","Insecta","Animalia","Trichoptera","Hydropsychidae","Hydropsyche","larva","average of all individuals",48,"percent_dm",10.6,"percent_dm",0.24,"percent_dm",5.28301887,516.66666667,97.79761905,"MAYF"
2021-08-02,"mayfield creek neon",32.961588,-87.408223,"Stream","Insecta","Animalia","Plecoptera","Leuctridae","Leuctra","larva",,49.4,"percent_dm",10.9,"percent_dm",0.33,"percent_dm",5.28746177,386.71717172,73.13852814,"MAYF"
2021-08-02,"mayfield creek neon",32.961588,-87.408223,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Stenelmis","adult","average of all individuals",50.9,"percent_dm",10.7,"percent_dm",0.213,"percent_dm",5.54984424,617.33176839,111.23407109,"MAYF"
2021-07-28,"martha creek neon",45.79233,-121.929416,"Stream","Insecta","Animalia","Diptera","Limoniidae","Hexatoma","larva",,55.1,"percent_dm",6.6,"percent_dm",,,9.73989899,,,"MART"
2021-07-28,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Diptera","Limoniidae","Hexatoma","larva",,45.2,"percent_dm",11.7,"percent_dm",,,4.50712251,,,"HOPB"
2021-07-28,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Plecoptera","Perlidae","Agnetina","larva",,48.7,"percent_dm",12.4,"percent_dm",0.29,"percent_dm",4.58198925,433.82183908,94.67980296,"HOPB"
2021-07-28,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Oulimnius","adult",,48.5,"percent_dm",9.7,"percent_dm",,,5.83333333,,,"HOPB"
2021-07-28,"lower hop brook neon",42.471373,-72.326803,"Stream","Insecta","Animalia","Trichoptera","Hydropsychidae","Cheumatopsyche","larva",,46.3,"percent_dm",8.8,"percent_dm",,,6.13825758,,,"HOPB"
2021-07-27,"mcrae creek neon",44.258957,-122.165861,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Narpus","adult",,52.6,"percent_dm",10.4,"percent_dm",,,5.90064103,,,"MCRA"
2021-07-27,"lewis run neon",39.094218,-77.981434,"Stream","Insecta","Animalia","Diptera","Chironomidae","Polypedilum","larva","average of all individuals",49.6,"percent_dm",10.6,"percent_dm",0.74,"percent_dm",5.4591195,173.15315315,31.71814672,"LEWI"
2021-07-26,"blacktail deer creek neon",44.953606,-110.589396,"Stream","Insecta","Animalia","Coleoptera","Elmidae","Heterlimnius","larva","average of all individuals",49.6,"percent_dm",10.6,"percent_dm",0.37,"percent_dm",5.4591195,346.30630631,63.43629344,"BLDE"
